Finding_ID,Status,Security_Category,Check_ID,Check_Name,File_Path,Resource_Type,Resource_Name,Line_Start,Line_End,Remediation_Guidance,Azure_Documentation,Compliance_Framework
AZ-PASS-0208,PASSED,Data Protection,CKV_AZURE_87,Ensure that Azure Defender is set to On for Key Vault,\security_center.tf,azurerm_security_center_subscription_pricing,azurerm_security_center_subscription_pricing.pricing,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-azure-defender-is-set-to-on-for-key-vault,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0209,PASSED,General Security,CKV_AZURE_85,Ensure that Azure Defender is set to On for Kubernetes,\security_center.tf,azurerm_security_center_subscription_pricing,azurerm_security_center_subscription_pricing.pricing,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-azure-defender-is-set-to-on-for-kubernetes,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0210,PASSED,General Security,CKV_AZURE_55,Ensure that Azure Defender is set to On for Servers,\security_center.tf,azurerm_security_center_subscription_pricing,azurerm_security_center_subscription_pricing.pricing,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-azure-defender-is-set-to-on-for-servers,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0211,PASSED,Data Storage,CKV_AZURE_69,Ensure that Azure Defender is set to On for Azure SQL database servers,\security_center.tf,azurerm_security_center_subscription_pricing,azurerm_security_center_subscription_pricing.pricing,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-azure-defender-is-set-to-on-for-azure-sql-database-servers,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0212,PASSED,Data Storage,CKV_AZURE_79,Ensure that Azure Defender is set to On for SQL servers on machines,\security_center.tf,azurerm_security_center_subscription_pricing,azurerm_security_center_subscription_pricing.pricing,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-azure-defender-is-set-to-on-for-sql-servers-on-machines,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0213,PASSED,Data Storage,CKV_AZURE_84,Ensure that Azure Defender is set to On for Storage,\security_center.tf,azurerm_security_center_subscription_pricing,azurerm_security_center_subscription_pricing.pricing,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-azure-defender-is-set-to-on-for-storage,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0214,PASSED,General Security,CKV_AZURE_131,Ensure that 'Security contact emails' is set,\security_center.tf,azurerm_security_center_contact,azurerm_security_center_contact.contact,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-security-contact-emails-is-set,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0215,PASSED,Data Storage,CKV_AZURE_11,Ensure no SQL Databases allow ingress from 0.0.0.0/0 (ANY IP),\sql.tf,azurerm_sql_firewall_rule,azurerm_sql_firewall_rule.example,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-4,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0216,PASSED,Data Protection,CKV_AZURE_96,Ensure that MySQL server enables infrastructure encryption,\sql.tf,azurerm_mysql_server,azurerm_mysql_server.example,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-postgresql-server-enables-infrastructure-encryption-1,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0217,PASSED,Logging & Monitoring,CKV_AZURE_30,Ensure server parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server,\sql.tf,azurerm_postgresql_configuration,azurerm_postgresql_configuration.thrtottling_config,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-11,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0218,PASSED,Logging & Monitoring,CKV_AZURE_31,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,\sql.tf,azurerm_postgresql_configuration,azurerm_postgresql_configuration.thrtottling_config,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-12,"PCI DSS, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0219,PASSED,Logging & Monitoring,CKV_AZURE_146,Ensure server parameter 'log_retention' is set to 'ON' for PostgreSQL Database Server,\sql.tf,azurerm_postgresql_configuration,azurerm_postgresql_configuration.thrtottling_config,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/azr-logging-146,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0220,PASSED,Data Storage,CKV_AZURE_32,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,\sql.tf,azurerm_postgresql_configuration,azurerm_postgresql_configuration.example,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-13,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0221,PASSED,Logging & Monitoring,CKV_AZURE_31,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,\sql.tf,azurerm_postgresql_configuration,azurerm_postgresql_configuration.example,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-12,"PCI DSS, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0222,PASSED,Logging & Monitoring,CKV_AZURE_146,Ensure server parameter 'log_retention' is set to 'ON' for PostgreSQL Database Server,\sql.tf,azurerm_postgresql_configuration,azurerm_postgresql_configuration.example,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/azr-logging-146,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0223,PASSED,Identity & Access,CKV_AZURE_36,Ensure 'Trusted Microsoft Services' is enabled for Storage Account access,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/enable-trusted-microsoft-services-for-storage-account-access,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0224,PASSED,General Security,CKV_AZURE_3,Ensure that 'enable_https_traffic_only' is enabled,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-3,"CIS Azure Benchmarks, Azure Security Baseline"
